categoria,toxico,alias,region_relevancia,via_exposicion,sintomas_base,signos_gravedad,dosis_toxica_referencia,tipo_referencia_dosis,poblacion_referencia,estado_dosis,antidoto_tratamiento_base,descontaminacion,tratamiento_especifico,antidoto,dosis_antidoto_referencia,monitorizacion,criterios_observacion_uci,fuente,url_fuente,fuente_libro,paginas_libro,fecha_revision,estado_revision,notas
TOXINAS MARINAS,INTOXICACIÓN ESCOMBROIDE,histamina por pescado; scombroid,Chile y mundial,ingestión de pescado mal refrigerado,"Inicio rápido con rubor facial/torácico, cefalea, urticaria/prurito, palpitaciones, dolor abdominal, diarrea y a veces sibilancias.","Hipotensión, broncoespasmo importante, arritmia.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Antihistamínicos y soporte; tratar anafilaxia si el fenotipo lo requiere.,"Lavar la zona y retirar espinas/aguijones/tentáculos solo con la técnica apropiada para la especie. Evitar incisiones, succión y torniquetes en mordeduras de serpiente.",Antihistamínicos H1; adrenalina si anafilaxia.,Antihistamínicos; adrenalina si anafilaxia.,,"Evaluación seriada de edema/dolor, signos vitales, estado neurológico y laboratorio dirigido (hemograma, coagulación, función renal, CK) según síndrome.","UCI si anafilaxia, shock, neurotoxicidad progresiva, coagulopatía, rabdomiólisis, insuficiencia respiratoria o falla orgánica.",CDC Yellow Book 2026 - Marine Toxins,https://www.cdc.gov/yellow-book/hcp/environmental-hazards-risks/food-poisoning-from-marine-toxins.html,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 36 (animales marinos), pp. 451–454; complemento con fuentes abiertas actuales",2026-09-04,VALIDADO_FUENTE_ABIERTA,
TOXINAS MARINAS,VENENO PARALIZANTE DE MARISCOS (VPM),saxitoxina; paralytic shellfish poisoning,Chile y mundial,ingestión de mariscos,"Parestesias periorales, debilidad, mareo, disfagia y progresión a parálisis; puede coexistir gastroenteritis.","Parálisis respiratoria, debilidad bulbar, hipoxemia.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Soporte respiratorio y vigilancia intensiva si síntomas neurológicos.,"Lavar la zona y retirar espinas/aguijones/tentáculos solo con la técnica apropiada para la especie. Evitar incisiones, succión y torniquetes en mordeduras de serpiente.",No hay antídoto específico.,Ninguno específico.,,"Evaluación seriada de edema/dolor, signos vitales, estado neurológico y laboratorio dirigido (hemograma, coagulación, función renal, CK) según síndrome.","UCI si anafilaxia, shock, neurotoxicidad progresiva, coagulopatía, rabdomiólisis, insuficiencia respiratoria o falla orgánica.",MINSAL Chile - Marea Roja,https://www.minsal.cl/previene-intoxicaciones-por-marea-roja/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 36 (animales marinos), pp. 451–454; complemento con fuentes abiertas actuales",2026-09-04,VALIDADO_FUENTE_ABIERTA,
TOXINAS MARINAS,VENENO AMNÉSICO DE MARISCOS (VAM),ácido domoico; amnesic shellfish poisoning,Chile y mundial,ingestión de mariscos,"Gastroenteritis seguida de cefalea, confusión, alteración de memoria y, en casos graves, convulsiones o coma.","Convulsiones, alteración importante de conciencia, amnesia persistente.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Soporte, control de convulsiones y monitorización neurológica.","Lavar la zona y retirar espinas/aguijones/tentáculos solo con la técnica apropiada para la especie. Evitar incisiones, succión y torniquetes en mordeduras de serpiente.",No hay antídoto específico.,Ninguno específico.,,"Evaluación seriada de edema/dolor, signos vitales, estado neurológico y laboratorio dirigido (hemograma, coagulación, función renal, CK) según síndrome.","UCI si anafilaxia, shock, neurotoxicidad progresiva, coagulopatía, rabdomiólisis, insuficiencia respiratoria o falla orgánica.",MINSAL Chile - Marea Roja,https://www.minsal.cl/previene-intoxicaciones-por-marea-roja/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 36 (animales marinos), pp. 451–454; complemento con fuentes abiertas actuales",2026-09-04,VALIDADO_FUENTE_ABIERTA,
TOXINAS MARINAS,VENENO DIARREICO DE MARISCOS (VDM),ácido okadaico; diarrhetic shellfish poisoning,Chile y mundial,ingestión de mariscos,"Diarrea acuosa, dolor abdominal, náuseas y vómitos de inicio rápido; suele ser autolimitado.",Deshidratación importante o trastornos electrolíticos.,,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Rehidratación y corrección de electrolitos; manejo sintomático.,"Lavar la zona y retirar espinas/aguijones/tentáculos solo con la técnica apropiada para la especie. Evitar incisiones, succión y torniquetes en mordeduras de serpiente.",No hay antídoto específico.,Ninguno específico.,,"Evaluación seriada de edema/dolor, signos vitales, estado neurológico y laboratorio dirigido (hemograma, coagulación, función renal, CK) según síndrome.","UCI si anafilaxia, shock, neurotoxicidad progresiva, coagulopatía, rabdomiólisis, insuficiencia respiratoria o falla orgánica.",MINSAL Chile - Marea Roja,https://www.minsal.cl/previene-intoxicaciones-por-marea-roja/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 36 (animales marinos), pp. 451–454; complemento con fuentes abiertas actuales",2026-09-04,VALIDADO_FUENTE_ABIERTA,
TOXINAS MARINAS,INTOXICACIÓN NEUROTÓXICA POR MARISCOS,brevetoxina; neurotoxic shellfish poisoning,Caribe/Golfo y otras zonas,ingestión de mariscos / aerosol de marea roja,"Gastroenteritis con parestesias, mareo y síntomas neurológicos; aerosoles pueden causar irritación respiratoria/broncoespasmo.","Broncoespasmo grave, debilidad marcada, compromiso respiratorio.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Soporte, broncodilatadores si broncoespasmo y manejo de hidratación.","Lavar la zona y retirar espinas/aguijones/tentáculos solo con la técnica apropiada para la especie. Evitar incisiones, succión y torniquetes en mordeduras de serpiente.",No hay antídoto específico.,Ninguno específico.,,"Evaluación seriada de edema/dolor, signos vitales, estado neurológico y laboratorio dirigido (hemograma, coagulación, función renal, CK) según síndrome.","UCI si anafilaxia, shock, neurotoxicidad progresiva, coagulopatía, rabdomiólisis, insuficiencia respiratoria o falla orgánica.",CDC Yellow Book 2026 - Marine Toxins,https://www.cdc.gov/yellow-book/hcp/environmental-hazards-risks/food-poisoning-from-marine-toxins.html,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 36 (animales marinos), pp. 451–454; complemento con fuentes abiertas actuales",2026-09-04,VALIDADO_FUENTE_ABIERTA,
TOXINAS MARINAS,INTOXICACIÓN POR AZASPIRÁCIDOS,azaspiracid shellfish poisoning,Europa y mariscos importados,ingestión de mariscos,"Náuseas, vómitos, dolor abdominal y diarrea; predomina síndrome gastrointestinal.",Deshidratación significativa o alteraciones electrolíticas.,,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Rehidratación y tratamiento sintomático.,"Lavar la zona y retirar espinas/aguijones/tentáculos solo con la técnica apropiada para la especie. Evitar incisiones, succión y torniquetes en mordeduras de serpiente.",No hay antídoto específico.,Ninguno específico.,,"Evaluación seriada de edema/dolor, signos vitales, estado neurológico y laboratorio dirigido (hemograma, coagulación, función renal, CK) según síndrome.","UCI si anafilaxia, shock, neurotoxicidad progresiva, coagulopatía, rabdomiólisis, insuficiencia respiratoria o falla orgánica.",CDC Yellow Book 2026 - Marine Toxins,https://www.cdc.gov/yellow-book/hcp/environmental-hazards-risks/food-poisoning-from-marine-toxins.html,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 36 (animales marinos), pp. 451–454; complemento con fuentes abiertas actuales",2026-09-04,VALIDADO_FUENTE_ABIERTA,
ANIMALES,BUFOTOXINAS / SAPOS,Bufo/Rhinella; sapo; bufadienólidos,América y mundial,ingestión/contacto con secreciones,"Irritación oral, sialorrea, náuseas/vómitos; toxicidad sistémica puede causar bradicardia o taquiarritmias, hiperpotasemia y alteración neurológica por glucósidos cardiacos.","Arritmias, hiperpotasemia, hipotensión, alteración de conciencia.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Irrigar mucosas, ECG/electrolitos y soporte; tratar como toxicidad por glucósidos cardiacos cuando corresponda.","Lavar la zona y retirar espinas/aguijones/tentáculos solo con la técnica apropiada para la especie. Evitar incisiones, succión y torniquetes en mordeduras de serpiente.",Fragmentos Fab antidigoxina pueden considerarse en toxicidad grave por bufadienólidos con consulta toxicológica.,Fab antidigoxina en casos seleccionados.,,"Evaluación seriada de edema/dolor, signos vitales, estado neurológico y laboratorio dirigido (hemograma, coagulación, función renal, CK) según síndrome.","UCI si anafilaxia, shock, neurotoxicidad progresiva, coagulopatía, rabdomiólisis, insuficiencia respiratoria o falla orgánica.",CDC Yellow Book 2026 - Poisonings/Envenomations,https://www.ncbi.nlm.nih.gov/books/NBK620956/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 36, pp. 437–454",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLANTAS,ADELFA / OLEANDRO,Nerium oleander; Thevetia/Cascabela,Mundial,ingestión,"Náuseas, vómitos, dolor abdominal, mareo, debilidad y alteraciones visuales; puede causar bradicardia, bloqueos y arritmias por glucósidos cardiacos.","Arritmias, bradicardia grave, hiperpotasemia, hipotensión, síncope.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"ECG, electrolitos y soporte; consulta toxicológica temprana.","Retirar restos vegetales de boca/piel. Carbón activado o descontaminación digestiva solo en ingestas relevantes y con vía aérea protegida, según toxicología.",Fragmentos Fab antidigoxina pueden utilizarse en toxicidad grave por glucósidos cardiacos.,Fab antidigoxina.,,"ECG, electrolitos, glucemia, función renal/hepática y monitorización dirigida al toxíndrome.","UCI si arritmias, shock, convulsiones, coma, insuficiencia respiratoria o toxicidad sistémica progresiva.",MedlinePlus - Oleander Poisoning,https://medlineplus.gov/ency/article/002884.htm,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, pp. 347–364",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLANTAS,DIGITAL / FOXGLOVE,Digitalis purpurea,Mundial,ingestión,"Náuseas, vómitos, dolor abdominal, confusión, debilidad y alteraciones visuales con halos; bradicardia o arritmias variadas.","Bloqueo AV, arritmias ventriculares, hiperpotasemia, hipotensión.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"ECG, electrolitos y soporte; valoración de toxicidad por glucósidos cardiacos.","Retirar restos vegetales de boca/piel. Carbón activado o descontaminación digestiva solo en ingestas relevantes y con vía aérea protegida, según toxicología.",Fragmentos Fab antidigoxina en toxicidad grave.,Fab antidigoxina.,,"ECG, electrolitos, glucemia, función renal/hepática y monitorización dirigida al toxíndrome.","UCI si arritmias, shock, convulsiones, coma, insuficiencia respiratoria o toxicidad sistémica progresiva.",MedlinePlus - Foxglove Poisoning,https://medlineplus.gov/ency/article/002878.htm,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, pp. 347–364",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLANTAS,DATURA / BRUGMANSIA,estramonio; floripondio; jimsonweed,América y mundial,ingestión,"Toxidrome anticolinérgico: midriasis, visión borrosa, boca seca, piel caliente/seca, taquicardia, retención urinaria, agitación, delirium y alucinaciones.","Hipertermia, convulsiones, coma, arritmias, agitación grave.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Soporte, ambiente tranquilo, benzodiacepinas para agitación/convulsiones y enfriamiento si hipertermia.","Retirar restos vegetales de boca/piel. Carbón activado o descontaminación digestiva solo en ingestas relevantes y con vía aérea protegida, según toxicología.",Fisostigmina solo en casos seleccionados y bajo supervisión toxicológica.,Fisostigmina en casos seleccionados.,,"ECG, electrolitos, glucemia, función renal/hepática y monitorización dirigida al toxíndrome.","UCI si arritmias, shock, convulsiones, coma, insuficiencia respiratoria o toxicidad sistémica progresiva.",MedlinePlus - Jimsonweed Poisoning,https://medlineplus.gov/ency/article/002881.htm,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, pp. 347–364",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLANTAS,TEJO / YEW,Taxus baccata; Taxus spp.,Mundial,ingestión,"Náuseas/vómitos, mareo, debilidad, temblor, alteración de conciencia y colapso rápido por trastornos de conducción/arritmias.","Bradicardia o taquiarritmias graves, QRS ancho, shock, convulsiones.",50–100 g de hojas: dosis letal estimada en el texto (referencia bibliográfica 2011).,DOSIS_LETAL_ESTIMADA_BIBLIOGRAFICA,,BIBLIOGRAFICA_2011_NO_AUTOMATIZAR,"Soporte avanzado, ECG continuo y manejo de arritmias/shock con toxicología.","Retirar restos vegetales de boca/piel. Carbón activado o descontaminación digestiva solo en ingestas relevantes y con vía aérea protegida, según toxicología.",No hay antídoto universal; tratamientos avanzados son de rescate y especializados.,Ninguno específico universal.,,"ECG, electrolitos, glucemia, función renal/hepática y monitorización dirigida al toxíndrome.","UCI si arritmias, shock, convulsiones, coma, insuficiencia respiratoria o toxicidad sistémica progresiva.",MedlinePlus - Yew Poisoning,https://medlineplus.gov/ency/article/002877.htm,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, pp. 353–354",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLANTAS,RICINO / SEMILLAS DE RICINO,Ricinus communis; ricin,Mundial,ingestión/inhalación de ricina,"Tras semillas masticadas: gastroenteritis intensa con vómitos, diarrea y dolor; puede progresar a deshidratación, hipotensión y lesión multiorgánica. Ricina purificada inhalada puede causar lesión pulmonar grave.","Shock, sangrado GI, lesión hepática/renal, hipoxemia.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Soporte intensivo, reposición de volumen/electrolitos y manejo de órganos afectados.","Retirar restos vegetales de boca/piel. Carbón activado o descontaminación digestiva solo en ingestas relevantes y con vía aérea protegida, según toxicología.",No existe antídoto aprobado de uso rutinario.,Ninguno específico.,,"ECG, electrolitos, glucemia, función renal/hepática y monitorización dirigida al toxíndrome.","UCI si arritmias, shock, convulsiones, coma, insuficiencia respiratoria o toxicidad sistémica progresiva.",MedlinePlus - Castor oil/ricin exposure,https://medlineplus.gov/ency/article/002768.htm,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, pp. 347–364",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLANTAS,ACÓNITO,Aconitum; monkshood; wolfsbane,Asia/Europa y herbarios,ingestión,"Parestesias periorales y de extremidades, náuseas/vómitos, debilidad y arritmias ventriculares o supraventriculares potencialmente graves.","Arritmias refractarias, hipotensión, síncope, shock.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"ECG continuo, soporte hemodinámico y tratamiento de arritmias en UCI/toxicología.","Retirar restos vegetales de boca/piel. Carbón activado o descontaminación digestiva solo en ingestas relevantes y con vía aérea protegida, según toxicología.",No hay antídoto específico establecido.,Ninguno específico.,,"ECG, electrolitos, glucemia, función renal/hepática y monitorización dirigida al toxíndrome.","UCI si arritmias, shock, convulsiones, coma, insuficiencia respiratoria o toxicidad sistémica progresiva.",NCBI Bookshelf - Plant toxicology overview,https://www.ncbi.nlm.nih.gov/books/NBK216056/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, pp. 347–364",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLANTAS,CICUTA,Conium maculatum; poison hemlock,Mundial,ingestión,"Náuseas, salivación, temblor, debilidad y parálisis neuromuscular ascendente con posible insuficiencia respiratoria.","Debilidad bulbar, hipoventilación, convulsiones, coma.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Soporte ABC, vigilancia neuromuscular y ventilación si precisa.","Retirar restos vegetales de boca/piel. Carbón activado o descontaminación digestiva solo en ingestas relevantes y con vía aérea protegida, según toxicología.",No hay antídoto específico.,Ninguno específico.,,"ECG, electrolitos, glucemia, función renal/hepática y monitorización dirigida al toxíndrome.","UCI si arritmias, shock, convulsiones, coma, insuficiencia respiratoria o toxicidad sistémica progresiva.",NCBI Bookshelf - Organophosphate differential/plant toxins,https://www.ncbi.nlm.nih.gov/books/NBK470430/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, pp. 347–364",2026-09-04,VALIDADO_FUENTE_ABIERTA,
PLANTAS,COLCHICUM / CÓLQUICO,Colchicum autumnale; autumn crocus,Europa y ornamentales,ingestión,"Gastroenteritis intensa seguida de toxicidad multiorgánica: alteraciones hematológicas, hepáticas, renales y cardiovasculares; alopecia tardía en supervivientes.","Shock, arritmias, pancitopenia, falla multiorgánica.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Soporte intensivo y consulta toxicológica; monitorización seriada de hemograma y órganos.,"Retirar restos vegetales de boca/piel. Carbón activado o descontaminación digestiva solo en ingestas relevantes y con vía aérea protegida, según toxicología.",No hay antídoto de disponibilidad rutinaria.,Ninguno específico de uso rutinario.,,"ECG, electrolitos, glucemia, función renal/hepática y monitorización dirigida al toxíndrome.","UCI si arritmias, shock, convulsiones, coma, insuficiencia respiratoria o toxicidad sistémica progresiva.",NCBI Bookshelf - Plant toxicology overview,https://www.ncbi.nlm.nih.gov/books/NBK216056/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 28, pp. 347–364",2026-09-04,VALIDADO_FUENTE_ABIERTA,
HONGOS,AMATOXINAS / AMANITA PHALLOIDES,death cap; Amanita virosa; Galerina; Lepiota,Mundial,ingestión,"Latencia típica 6–12 h seguida de vómitos y diarrea profusa; puede haber aparente mejoría y luego hepatitis, coagulopatía, hipoglucemia, encefalopatía y falla hepática.","Inicio GI tardío, elevación rápida de transaminasas/INR, hipoglucemia, encefalopatía, falla hepática.",SDTE — la cantidad y especie modifican el riesgo; una fase gastrointestinal tardía seguida de hepatotoxicidad debe considerarse de alto riesgo.,SDTE_SINDROMICO,,SDTE_NO_AUTOMATIZAR,"Derivación urgente, carbón activado repetido según toxicología, soporte intensivo y evaluación precoz para trasplante en casos graves.",Conservar restos para identificación sin retrasar tratamiento. Carbón activado puede ser útil en síndromes seleccionados; decidir con toxicología.,Silibinina IV donde esté disponible; N-acetilcisteína se usa como adyuvante en algunos protocolos.,Silibinina según disponibilidad/protocolo.,El libro describe silibinina y bencilpenicilina como bloqueo de captación hepatocitaria; la capa actual prioriza silibinina donde esté disponible y evaluación temprana para trasplante.,"Hidratación, electrolitos, función renal/hepática, INR, glucemia y CK según síndrome; observar latencia de inicio.","UCI/traslado a centro experto si falla hepática/renal, encefalopatía, shock, convulsiones o rabdomiólisis grave.",NCBI Bookshelf - Amatoxin Mushroom Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK431052/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 29, pp. 370–374",2026-09-04,VALIDADO_FUENTE_ABIERTA,
HONGOS,GYROMITRINA / FALSA COLMENILLA,Gyromitra esculenta; false morel,Europa/Norteamérica,ingestión,"Gastroenteritis tras varias horas, seguida de confusión, hepatitis y, en casos graves, convulsiones refractarias por déficit funcional de piridoxina.","Convulsiones, acidosis, hepatitis, lesión renal, alteración de conciencia.",SDTE — síndrome hidrazínico con latencia típica 8–12 h.,SDTE_SINDROMICO,,SDTE_NO_AUTOMATIZAR,"Soporte, benzodiacepinas y manejo de falla orgánica.",Conservar restos para identificación sin retrasar tratamiento. Carbón activado puede ser útil en síndromes seleccionados; decidir con toxicología.,Piridoxina en convulsiones por gyromitrina según toxicología.,Piridoxina.,Piridoxina IV en toxicidad neurológica/convulsiones; dosis según protocolo toxicológico vigente.,"Hidratación, electrolitos, función renal/hepática, INR, glucemia y CK según síndrome; observar latencia de inicio.","UCI/traslado a centro experto si falla hepática/renal, encefalopatía, shock, convulsiones o rabdomiólisis grave.",NCBI Bookshelf - Gyromitra Mushroom Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK470580/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 29, pp. 368–370",2026-09-04,VALIDADO_FUENTE_ABIERTA,
HONGOS,SÍNDROME MUSCARÍNICO POR HONGOS,Inocybe; Clitocybe,Mundial,ingestión,"Inicio rápido con salivación, lagrimeo, miosis, broncorrea/broncoespasmo, bradicardia, cólicos, vómitos, diarrea y diaforesis.","Broncorrea intensa, hipoxemia, bradicardia/hipotensión.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,Soporte respiratorio y cardiovascular.,Conservar restos para identificación sin retrasar tratamiento. Carbón activado puede ser útil en síndromes seleccionados; decidir con toxicología.,Atropina si síndrome muscarínico clínicamente significativo.,Atropina.,,"Hidratación, electrolitos, función renal/hepática, INR, glucemia y CK según síndrome; observar latencia de inicio.","UCI/traslado a centro experto si falla hepática/renal, encefalopatía, shock, convulsiones o rabdomiólisis grave.",NCBI Bookshelf - Mushroom Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK537111/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 29, pp. 365–380",2026-09-04,VALIDADO_FUENTE_ABIERTA,
HONGOS,AMANITA MUSCARIA / PANTHERINA,muscimol; ácido iboténico,Mundial,ingestión,"Náuseas, somnolencia o agitación, confusión, ataxia, delirium, alucinaciones y ocasional convulsión; no es el síndrome amatoxínico hepático.","Coma, convulsiones, agitación grave, aspiración.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Soporte, protección de vía aérea si precisa y benzodiacepinas para agitación/convulsiones.",Conservar restos para identificación sin retrasar tratamiento. Carbón activado puede ser útil en síndromes seleccionados; decidir con toxicología.,No hay antídoto específico.,Ninguno específico.,,"Hidratación, electrolitos, función renal/hepática, INR, glucemia y CK según síndrome; observar latencia de inicio.","UCI/traslado a centro experto si falla hepática/renal, encefalopatía, shock, convulsiones o rabdomiólisis grave.",NCBI Bookshelf - Mushroom Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK537111/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 29, pp. 365–380",2026-09-04,VALIDADO_FUENTE_ABIERTA,
HONGOS,ORELLANINA / CORTINARIUS,Cortinarius spp.,Europa y otras regiones,ingestión,"Síntomas GI pueden ser leves o ausentes; lesión renal puede aparecer tardíamente tras días a 1–2 semanas con sed, dolor lumbar, oliguria y aumento de creatinina.","IRA tardía, oliguria/anuria, trastornos electrolíticos.",SDTE — la nefrotoxicidad puede aparecer con gran latencia; el libro describe inicio hasta 17 días.,SDTE_SINDROMICO,,SDTE_NO_AUTOMATIZAR,Monitorización prolongada de función renal si exposición plausible; soporte y nefrología.,Conservar restos para identificación sin retrasar tratamiento. Carbón activado puede ser útil en síndromes seleccionados; decidir con toxicología.,No hay antídoto específico; diálisis si está indicada por falla renal.,Ninguno específico.,,"Hidratación, electrolitos, función renal/hepática, INR, glucemia y CK según síndrome; observar latencia de inicio.","UCI/traslado a centro experto si falla hepática/renal, encefalopatía, shock, convulsiones o rabdomiólisis grave.",NCBI Bookshelf - Mushroom Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK537111/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 29, p. 371",2026-09-04,VALIDADO_FUENTE_ABIERTA,
HONGOS,COPRINA / REACCIÓN TIPO DISULFIRAM,Coprinopsis atramentaria; inky cap,Mundial,ingestión + alcohol,"Rubor, cefalea, náuseas, vómitos, palpitaciones, taquicardia y ocasional hipotensión al consumir alcohol horas-días tras el hongo.","Hipotensión importante, arritmia o síncope.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Suspender alcohol, hidratación y manejo sintomático.",Conservar restos para identificación sin retrasar tratamiento. Carbón activado puede ser útil en síndromes seleccionados; decidir con toxicología.,No hay antídoto específico.,Ninguno específico.,,"Hidratación, electrolitos, función renal/hepática, INR, glucemia y CK según síndrome; observar latencia de inicio.","UCI/traslado a centro experto si falla hepática/renal, encefalopatía, shock, convulsiones o rabdomiólisis grave.",NCBI Bookshelf - Mushroom Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK537111/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 29, pp. 365–380",2026-09-04,VALIDADO_FUENTE_ABIERTA,
HONGOS,HONGOS ALUCINÓGENOS / PSILOCIBINA,Psilocybe; Panaeolus,Mundial,ingestión,"Alteraciones perceptivas, euforia o ansiedad, midriasis, taquicardia y cambios de sensorio; ocasional agitación/pánico.","Agitación peligrosa, convulsiones, hipertermia o coingestas.",,SIN_UMBRAL_INGESTA_UNICO,,SDTE_NO_AUTOMATIZAR,"Ambiente tranquilo, soporte y benzodiacepinas si agitación significativa.",Conservar restos para identificación sin retrasar tratamiento. Carbón activado puede ser útil en síndromes seleccionados; decidir con toxicología.,No hay antídoto específico.,Ninguno específico.,,"Hidratación, electrolitos, función renal/hepática, INR, glucemia y CK según síndrome; observar latencia de inicio.","UCI/traslado a centro experto si falla hepática/renal, encefalopatía, shock, convulsiones o rabdomiólisis grave.",NCBI Bookshelf - Mushroom Toxicity,https://www.ncbi.nlm.nih.gov/books/NBK537111/,"Morán Chorro I, Baldirà Martínez de Irujo J, Marruecos-Sant L, Nogué Xarau S. Toxicología Clínica. 2011.","Cap. 29, pp. 365–380",2026-09-04,VALIDADO_FUENTE_ABIERTA,
