principio_activo,unidad_medida,concentracion,unidad_referencia,dosis_toxica_base,sintomas_base,antidoto_manejo_base,estado_validacion,clase_toxicologica,dosis_toxica_corregida,tipo_umbral,manifestaciones_clave,manejo_corregido,antidoto_especifico,fuente_principal,fuente_secundaria,nivel_evidencia,estado_revision,nota_revision,umbral_mgkg_automatizable,etiqueta_umbral,poblacion_umbral,permitir_comparacion_automatica,fecha_revision,id_revision,duplicado_exacto_nombre,orden_duplicado,correccion_clinicamente_relevante
FEBUXOSTAT,mg,120,TABLETA RECUBIERTA,SDTE/RAM> 240MG/DIA,"Crisis agudas de gota; cefalea; diarrea, náuseas; exantema; aumento de la cre...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0252,NO,1,NO
FENILEFRINA,mg,25,TABLETA,75-125 MG/DIA,"mucosas secas y calientes, piel seca, rubor y calor, xerodermia, retención ur...",FISOSTIGMINA (CUANDO HAY SIND. ANTICOLINERGICO),PENDIENTE_VALIDACION,Simpaticomimético / estimulante,SDTE — no hay umbral universal; toxicidad es clínica y depende del agente.,SDTE / CLASE,"Agitación, midriasis, diaforesis, taquicardia, hipertensión, hipertermia, dolor torácico, convulsiones y arritmias.","Benzodiacepinas como base para agitación/hiperactividad adrenérgica, enfriamiento si hipertermia y tratamiento dirigido de complicaciones cardiovasculares.",Ninguno específico,https://pubmed.ncbi.nlm.nih.gov/37721023/,,GUIA AHA,VALIDADO_POR_CLASE,El valor original '75-125 MG/DIA' no se usa como umbral automatizable. Se corrigió o restringió una recomendación específica de la base original que podía inducir manejo inapropiado si se automatizaba.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0253,NO,1,SI
FENITOINA SODICA,mg,100,CADA TABLETA RECUBIERTA CONTIENE,> O = 20MG/KG,"Con niveles entre 20 y 40 μg/ml : mareos, visión borrosa, diplopía, y náusea...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Anticonvulsivante,>20 mg/kg (o >10 mg/kg por encima de la dosis diaria habitual en tratamiento) requiere evaluación pediátrica.,UMBRAL_EVALUACION,"Nistagmo, disartria, ataxia, temblor, somnolencia, confusión; a concentraciones altas coma y convulsiones paradójicas. IV rápida puede causar hipotensión/arritmias.","Soporte, ECG especialmente si exposición IV y niveles seriados; tratamiento sintomático.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Phenytoin_poisoning/,,GUIA CLINICA,VALIDADO_ESPECIFICO,,20,Umbral pediátrico de evaluación,Pediatría,SI,2026-09-02,MED-0254,NO,1,NO
FENOBARBITAL,mg,50,TABLETA,>4MG/KG,"Reacciones cutáneas: si son graves, suspender tto. Problemas de coordinación ...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Barbitúrico,>5 mg/kg (o >10 mg/kg por encima de la dosis terapéutica habitual en tratamiento) requiere evaluación pediátrica.,UMBRAL_EVALUACION,"Depresión SNC y respiratoria, ataxia, hipotensión, arritmias, hipotermia; toxicidad puede ser prolongada.",Soporte respiratorio/hemodinámico; carbón activado multidósis y eliminación extracorpórea pueden considerarse en toxicidad grave con toxicología.,Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Phenobarbitone_poisoning/,,GUIA CLINICA,VALIDADO_ESPECIFICO,,5,Umbral pediátrico de evaluación,Pediatría,SI,2026-09-02,MED-0255,NO,1,NO
FENOFIBRATO,mg,200,CÁPSULA DURA,SDTE/RAM >30MG/KG,"Trastornos digestivos, gástricos o intestinales (dolor abdominal, náuseas, vó...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0256,NO,1,NO
FENOTEROL,mg,0.05,CADA DOSIS,SDTE,"Hipersensibilidad;Hipopotasemia, incluida la hipopotasemia seria;Agitación, n...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Agonista beta-adrenérgico,SDTE — no usar una dosis máxima terapéutica como umbral de toxicidad.,SDTE / CLASE,"Taquicardia, palpitaciones, temblor, hipokalemia, hiperglucemia, lactato elevado; arritmias en casos graves.","Soporte, ECG, potasio/glucosa/lactato según gravedad; corregir electrolitos con prudencia y tratar arritmias/hemodinámica.",Ninguno específico,https://pubmed.ncbi.nlm.nih.gov/37721023/,,MECANISMO/CONSENSO,VALIDADO_POR_CLASE,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0257,NO,1,NO
FENOVERINA,mg,200,CAPSULA,SDTE/DMax 400 MG /DIA,"Sequedad de boca, constipación, aumento de la flatulencia, aumento del dolor,...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0258,NO,1,NO
FEXOFENADINA,mg,120,TABLETA CUBIERTA,>15MG/KG,"mucosas secas y calientes, piel seca, rubor y calor, xerodermia, retención ur...",FISOSTIGMINA (CUANDO HAY SIND. ANTICOLINERGICO),PENDIENTE_VALIDACION,Antihistamínico H1 poco sedante,"SDTE — no hay un corte universal; generalmente toxicidad aguda leve, pero evaluar exposición importante/síntomas.",SDTE / CLASE,"Somnolencia o agitación, cefalea, taquicardia; cardiotoxicidad grave es infrecuente con agentes modernos aislados.","Soporte y ECG si síntomas, gran ingesta o coingestas.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Antihistamine_poisoning/,,GUIA DE CLASE,VALIDADO_POR_CLASE,El valor original '>15MG/KG' no se usa como umbral automatizable. Se corrigió o restringió una recomendación específica de la base original que podía inducir manejo inapropiado si se automatizaba.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0259,NO,1,SI
FINASTERIDA,mg,1,TABLETAS RECUBIERTAS,SDTE,"Disminución del volumen de eyaculación, impotencia, disminución de la libido....",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0260,NO,1,NO
FINGOLIMOD,mg,0.5,CAPSULA DURA,SDTE,"Gripe, sinusitis, infecciones por virus herpes, bronquitis, tiña versicolor; ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0261,NO,1,NO
FLAVONOIDES EXPRESADOS COMO HESPERIDINA MICRONIZADA Y PURIFICADA,mg,50,TABLETA CUBIERTA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0262,NO,1,NO
FLAVOXATO CLOHIDRATO,mg,200,TABLETA RECUBIERTA,> O = 1G/KG,"Náuseas, vómitos; vértigo, cefalea, labilidad emotiva; PIO; urticaria; disuri...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Anticolinérgico,SDTE — toxicidad clínica; no usar dosis máxima terapéutica como corte.,SDTE / TOXIDROME,"Midriasis, piel/mucosas secas, taquicardia, retención urinaria, íleo, agitación/delirium, hipertermia; convulsiones en gravedad.","Soporte, enfriamiento si precisa, benzodiacepinas para agitación/convulsiones, ECG y manejo de complicaciones. Fisostigmina solo en casos seleccionados por toxicología.",Fisostigmina solo en indicaciones seleccionadas y bajo toxicología.,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,TOXIDROME/CONSENSO,VALIDADO_POR_CLASE,El valor original '> O = 1G/KG' no se usa como umbral automatizable.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0263,NO,1,NO
FLUBENDAZOL,mg,500,TABLETA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0264,NO,1,NO
FLUCITOSINA,mg,500,CAPSULADURA,SDTE/DMax >100-150 MG/KG/DIA,"depresión de la médula ósea, función hepática anormal y náusea",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0265,NO,1,NO
FLUCONAZOL,mg,75,TABLETA CUBIERTA,SDTE,"Cefalea; dolor abdominal, vómitos, diarrea, náuseas; aumento de ALT, AST y fo...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0266,NO,1,NO
FLUDROCORTISONA,mg,0.1,TABLETA,SDTE,"Cefalea; incremento de peso, edemas, pérdida de potasio; hipertensión",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0267,NO,1,NO
FLUNARIZINA,mg,5,CADA CÁPSULA CONTIENE FLUNARIZINA DICLORHIDRATO EQUIVALENTE AA,SDTE/DMax 10MG/DIA,"Rinitis, aumento de apetito, depresión, insomnio, somnolencia, fatiga, estreñ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Antihistamínico H1 sedante,"SDTE — no usar un único corte por clase. En pediatría, ingesta >3 veces la dosis diaria máxima o síntomas ameritan evaluación según guía.",UMBRAL_RELATIVO / CLASE,"Anticolinergia, agitación/delirium, somnolencia, convulsiones; algunos producen bloqueo de sodio y QT prolongado.","Soporte, ECG, benzodiacepinas para agitación/convulsiones; bicarbonato si hay evidencia de bloqueo de sodio. Evitar asumir seguridad por ausencia inicial de síntomas en grandes ingestas.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Antihistamine_poisoning/,https://pubmed.ncbi.nlm.nih.gov/37721023/,GUIA DE CLASE,VALIDADO_POR_CLASE,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0268,NO,1,NO
FLUOXETINA,mg,20,CAPSULA,>100 MG,"NAUSEAS, VOMITOS, SEDACION, TEMBLOR, TAQUICARDIA, HIPERTENSION, - HIPOTENSION...",CIPROHEPTADINA,PENDIENTE_VALIDACION,ISRS,Umbral pediátrico de evaluación RCH: >5 mg/kg o >60 mg. Estos cortes NO aplican automáticamente a adolescentes/adultos.,UMBRAL_EVALUACION_PEDIATRICO,"La mayoría de sobredosis aisladas son benignas; náuseas, temblor, somnolencia y serotoninotoxicidad leve. Citalopram/escitalopram tienen mayor preocupación por QT/arritmia.",Soporte; valorar ECG especialmente con citalopram/escitalopram y coingestas. Tratar síndrome serotoninérgico y convulsiones con medidas estándar; consultar toxicología en exposiciones significativas.,Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Selective_serotonin_re-uptake_inhibitors_SSRIs_poisoning/,,GUIA CLINICA,VALIDADO_ESPECIFICO,Se corrigió o restringió una recomendación específica de la base original que podía inducir manejo inapropiado si se automatizaba.,5,Umbral pediátrico de evaluación,Pediatría; NO aplicar a adolescentes/adultos,SI,2026-09-02,MED-0269,NO,1,SI
FLURBIPROFENO,mg,8.75,TABLETA,SDTE/DMax 900 MG/DIA,"Náuseas, vómitos, dispepsias, hemorragia gastrointestinal, ulceración péptica...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,AINE,SDTE para este AINE en la app: no extrapolar automáticamente los cortes de ibuprofeno a otros AINEs.,SDTE / CLASE,"Predominan síntomas gastrointestinales y neurológicos; sobredosis importante puede asociarse a lesión renal, alteraciones metabólicas y shock.",Tratamiento de soporte y mantener hidratación adecuada en sobredosis importante. La gravedad y decontaminación dependen del fármaco y exposición; consultar toxicología en casos significativos.,Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Nonsteroidal_Anti-inflammatory_Drug_NSAID_poisoning/,,GUIA DE CLASE,VALIDADO_POR_CLASE,Se eliminó el umbral previo si correspondía a una dosis máxima terapéutica.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0270,NO,1,NO
FLUTICASONA,mcg,250,CÁPSULA DURA DE HIPROMELOSA (HPMC) COLOR NATURAL,SDTE,"Candidiasis orofaríngea, cefalea, ronquera, irritación de garganta, contusion...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0271,NO,1,NO
FLUVOXAMINA,mg,100,TABLETA RECUBIERTA,>1000 MG,"NAUSEAS, VOMITOS, SEDACION, TEMBLOR, TAQUICARDIA, HIPERTENSION, - HIPOTENSION...",CIPROHEPTADINA,PENDIENTE_VALIDACION,ISRS,Umbral pediátrico de evaluación RCH: >10 mg/kg o >100 mg. Estos cortes NO aplican automáticamente a adolescentes/adultos.,UMBRAL_EVALUACION_PEDIATRICO,"La mayoría de sobredosis aisladas son benignas; náuseas, temblor, somnolencia y serotoninotoxicidad leve. Citalopram/escitalopram tienen mayor preocupación por QT/arritmia.",Soporte; valorar ECG especialmente con citalopram/escitalopram y coingestas. Tratar síndrome serotoninérgico y convulsiones con medidas estándar; consultar toxicología en exposiciones significativas.,Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Selective_serotonin_re-uptake_inhibitors_SSRIs_poisoning/,,GUIA CLINICA,VALIDADO_ESPECIFICO,Se corrigió o restringió una recomendación específica de la base original que podía inducir manejo inapropiado si se automatizaba.,10,Umbral pediátrico de evaluación,Pediatría; NO aplicar a adolescentes/adultos,SI,2026-09-02,MED-0272,NO,1,SI
FORMOTEROL,mcg,10,POR CADA CAPSULA,SDTE,"Palpitaciones, cefalea, temblor, tos.",B-BLOQUEADOR CARDIO SELECTIVO (METOPROLOL),SIN_DOSIS_TOXICA_ESPECIFICA,Agonista beta-adrenérgico,SDTE — no usar una dosis máxima terapéutica como umbral de toxicidad.,SDTE / CLASE,"Taquicardia, palpitaciones, temblor, hipokalemia, hiperglucemia, lactato elevado; arritmias en casos graves.","Soporte, ECG, potasio/glucosa/lactato según gravedad; corregir electrolitos con prudencia y tratar arritmias/hemodinámica.",Ninguno específico,https://pubmed.ncbi.nlm.nih.gov/37721023/,,MECANISMO/CONSENSO,VALIDADO_POR_CLASE,Se corrigió o restringió una recomendación específica de la base original que podía inducir manejo inapropiado si se automatizaba.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0273,NO,1,SI
FURAZOLIDONA,mg,100,TABLETA RECUBIERTA,SDTE/>20MG/KG/DIA APROX 1.5G/DIA,"Dolor abdominal, diarrea, náuseas,vómitos; coloración oscura de la orina atri...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0274,NO,1,NO
FUROSEMIDA,mg,40,TABLETA RECUBIERTA,3MG/KG,"Alteraciones electrolíticas (incluyendo las sintomáticas), deshidratación e h...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.  El valor original '3MG/KG' no se usa como umbral automatizable.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0275,NO,1,NO
GABAPENTIN,mg,400,CAPSULA DURA,>150MG/KG,"Infección viral, neumonía, infección respiratoria, infección del tracto urina...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Anticonvulsivante,SDTE — no hay un umbral común válido para esta clase; varios agentes tienen toxicidades específicas.,SDTE / CLASE,"Depresión SNC, ataxia y mareos son frecuentes; lamotrigina/lacosamida pueden alterar conducción, y sobredosis grandes pueden causar convulsiones o arritmias.","Soporte, ECG en agentes con potencial cardiotóxico y tratamiento de convulsiones. Considerar niveles cuando sean clínicamente útiles y consulta toxicológica.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,CLASE/REVISION_CONSERVADORA,VALIDADO_POR_CLASE,El valor original '>150MG/KG' no se usa como umbral automatizable.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0276,NO,1,NO
GALANTAMINA,mg,8,CAPSULA,>10-30MG/KG/DIA,"Disminución del apetito; alucinaciones, depresión; síncope, mareo, temblor, c...",ATROPINA,PENDIENTE_VALIDACION,Inhibidor de acetilcolinesterasa,SDTE — no hay umbral común robusto; sobredosis puede producir síndrome colinérgico.,SDTE / TOXIDROME,"Náuseas/vómitos/diarrea, sialorrea, diaforesis, miosis, bradicardia, broncorrea/broncoespasmo, fasciculaciones y debilidad; convulsiones en gravedad.","ABCDE, control de secreciones y bradicardia. Atropina para manifestaciones muscarínicas clínicamente significativas; soporte respiratorio. ECG según agente.",Atropina para síndrome muscarínico,https://pubmed.ncbi.nlm.nih.gov/37721023/,,MECANISMO/CONSENSO,VALIDADO_POR_CLASE,"La atropina se conserva como tratamiento de toxíndrome colinérgico, no como una indicación automática basada solo en dosis.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0277,NO,1,NO
GEFITINIB,mg,250,TABLETA RECUBIERTA,SDTE,"Reacciones alérgicas y anafilaxia: Urticaria, Prurito, angioedema, disnea, Sh...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0278,NO,1,NO
